Company Name,Job Title,Salaries Reported,Location,Salary
Mu Sigma,Data Scientist,105,Bangalore,648573.0
IBM,Data Scientist,95,Bangalore,1191950.0
Tata Consultancy Services,Data Scientist,66,Bangalore,836874.0
Impact Analytics,Data Scientist,40,Bangalore,669578.0
Accenture,Data Scientist,32,Bangalore,944110.0
Infosys,Data Scientist,30,Bangalore,908764.0
Capgemini,Data Scientist,28,Bangalore,926124.0
Cognizant Technology Solutions,Data Scientist,26,Bangalore,736708.0
Anheuser-Busch InBev,Data Scientist,25,Bangalore,1646721.0
Fractal,Data Scientist,22,Bangalore,1392960.0
Embibe,Data Scientist,20,Bangalore,1404773.0
Amazon,Data Scientist,19,Bangalore,1507343.0
Google,Data Scientist,19,Bangalore,1558095.0
Flipkart,Data Scientist,18,Bangalore,2557843.0
HP Inc.,Data Scientist,16,Bangalore,1510081.0
Wipro,Data Scientist,15,Bangalore,732821.0
Ericsson-Worldwide,Data Scientist,15,Bangalore,1221750.0
MiQ,Data Scientist,15,Bangalore,1739484.0
Deloitte,Data Scientist,14,Bangalore,1124939.0
Microsoft,Data Scientist,14,Bangalore,1630396.0
Genpact,Data Scientist,14,Bangalore,1009436.0
Fresher,Data Scientist,14,Bangalore,550980.0
Société Générale,Data Scientist,13,Bangalore,1870000.0
Flutura,Data Scientist,13,Bangalore,758376.0
Fuzzy Logix,Data Scientist,13,Bangalore,1556575.0
DXC Technology,Data Scientist,12,Bangalore,1194327.0
Jio,Data Scientist,11,Bangalore,1470000.0
Honeywell,Data Scientist,10,Bangalore,1549942.0
Affine,Data Scientist,10,Bangalore,1009436.0
Philips,Data Scientist,9,Bangalore,1541572.0
Bharat Light & Power,Data Scientist,9,Bangalore,811182.0
Antuit,Data Scientist,9,Bangalore,1205874.0
Nielsen,Data Scientist,9,Bangalore,727111.0
[24]7.ai,Data Scientist,9,Bangalore,1923257.0
Fidelity Investments,Data Scientist,9,Bangalore,2143501.0
Myntra,Data Scientist,9,Bangalore,1926965.0
First Student,Data Scientist,9,Bangalore,495252.0
Oracle,Data Scientist,8,Bangalore,1294984.0
Ola,Data Scientist,8,Bangalore,2334960.0
Walmart Global Tech,Data Scientist,8,Bangalore,2267616.0
Tredence,Data Scientist,8,Bangalore,1366992.0
Intel Corporation,Data Scientist,8,Bangalore,1453427.0
Mercedes-Benz Research and Development India,Data Scientist,8,Bangalore,1458032.0
SAP,Data Scientist,8,Bangalore,1730166.0
Wipro Technologies,Data Scientist,8,Bangalore,658109.0
Thoucentric,Data Scientist,8,Bangalore,794460.0
Walmart,Data Scientist,8,Bangalore,2567381.0
Brillio,Data Scientist,8,Bangalore,1637231.0
Great Learning,Data Scientist,7,Bangalore,900000.0
Gramener,Data Scientist,7,Bangalore,902935.0
HCL Technologies,Data Scientist,7,Bangalore,970782.0
Happiest Minds Technologies,Data Scientist,7,Bangalore,1050000.0
Hewlett Packard Enterprise | HPE,Data Scientist,7,Bangalore,2119584.0
Noodle.ai,Data Scientist,7,Bangalore,1687111.0
Cisco Systems,Data Scientist,7,Bangalore,1465641.0
INSOFE,Data Scientist,7,Bangalore,600000.0
Optum,Data Scientist,7,Bangalore,1805869.0
Adobe,Data Scientist,6,Bangalore,2624063.0
ABB,Data Scientist,6,Bangalore,955297.0
EY,Data Scientist,6,Bangalore,761478.0
Swiggy,Data Scientist,6,Bangalore,2805476.0
Subex,Data Scientist,6,Bangalore,969112.0
iNeuron,Data Scientist,6,Bangalore,450979.0
ZS Associates,Data Scientist,6,Bangalore,1338795.0
Robert Bosch India,Data Scientist,6,Bangalore,1040493.0
Scienaptic Systems,Data Scientist,6,Bangalore,1291549.0
FlyNava Technologies,Data Scientist,6,Bangalore,599136.0
Nokia,Data Scientist,6,Bangalore,1663189.0
UnitedHealth Group,Data Scientist,6,Bangalore,1323387.0
Sigmoid Analytics,Data Scientist,6,Bangalore,1246266.0
Idexcel,Data Scientist,6,Bangalore,494147.0
Citi,Data Scientist,5,Bangalore,1892758.0
GE Healthcare,Data Scientist,5,Bangalore,1572054.0
SigTuple,Data Scientist,5,Bangalore,2024533.0
Dell Technologies,Data Scientist,5,Bangalore,1927564.0
iNeuron,Data Scientist,5,Bangalore,800000.0
Ericsson IT Solutions & Services,Data Scientist,5,Bangalore,2009790.0
Aptus Data Labs,Data Scientist,5,Bangalore,831462.0
UniQreate,Data Scientist,5,Bangalore,516323.0
LinkedIn,Data Scientist,5,Bangalore,2333241.0
Apexon,Data Scientist,5,Bangalore,1200000.0
Shadowfax Technologies,Data Scientist,5,Bangalore,2006522.0
Bharti Airtel,Data Scientist,5,Bangalore,2160000.0
Applied Materials,Data Scientist,5,Bangalore,1341316.0
FICO,Data Scientist,5,Bangalore,1634105.0
YouPlus,Data Scientist,5,Bangalore,1389256.0
Mphasis,Data Scientist,5,Bangalore,1000000.0
Target,Data Scientist,5,Bangalore,1231116.0
Gojek,Data Scientist,5,Bangalore,2352941.0
Blueocean Market Intelligence,Data Scientist,5,Bangalore,744551.0
CRED,Data Scientist,5,Bangalore,3014686.0
Rolls-Royce,Data Scientist,5,Bangalore,1357204.0
Curl Analytics,Data Scientist,4,Bangalore,1053196.0
J.P. Morgan,Data Scientist,4,Bangalore,1337606.0
Knowledge Lens,Data Scientist,4,Bangalore,585900.0
IBM,Data Scientist,4,Bangalore,395436.0
ascena,Data Scientist,4,Bangalore,1649930.0
QuantZig,Data Scientist,4,Bangalore,1138060.0
Baker Hughes,Data Scientist,4,Bangalore,1612744.0
Everlytics,Data Scientist,4,Bangalore,432776.0
Siemens,Data Scientist,4,Bangalore,987471.0
ANZ Bank,Data Scientist,4,Bangalore,1512297.0
Lowe's Home Improvement,Data Scientist,4,Bangalore,1752935.0
Nones,Data Scientist,4,Bangalore,1197944.0
Bristlecone,Data Scientist,4,Bangalore,923544.0
Altimetrik,Data Scientist,4,Bangalore,587146.0
Head Digital Works,Data Scientist,4,Bangalore,977543.0
Artivatic Data Labs,Data Scientist,4,Bangalore,649755.0
HDFC Standard Life Insurance,Data Scientist,4,Bangalore,1177531.0
AntWorks,Data Scientist,4,Bangalore,1194925.0
American Express,Data Scientist,4,Bangalore,1693208.0
ITC Infotech,Data Scientist,4,Bangalore,414817.0
Aidetic,Data Scientist,4,Bangalore,704193.0
NeenOpal,Data Scientist,4,Bangalore,590000.0
Knowledge Foundry,Data Scientist,4,Bangalore,1119069.0
Mindtree,Data Scientist,4,Bangalore,669225.0
Nones,Data Scientist,3,Bangalore,1013978.0
TVS Motor Company,Data Scientist,3,Bangalore,1252803.0
XYZ,Data Scientist,3,Bangalore,840000.0
ShieldSquare,Data Scientist,3,Bangalore,761610.0
Tech Data,Data Scientist,3,Bangalore,1200000.0
Publicis Sapient,Data Scientist,3,Bangalore,1670405.0
Hinduja Global Solutions,Data Scientist,3,Bangalore,1284643.0
GE Digital,Data Scientist,3,Bangalore,1653106.0
GlobusSoft,Data Scientist,3,Bangalore,385393.0
MakeMyTrip,Data Scientist,3,Bangalore,1200000.0
Artificial Learning Systems,Data Scientist,3,Bangalore,1124740.0
Dailyhunt,Data Scientist,3,Bangalore,2600000.0
Draup,Data Scientist,3,Bangalore,1859109.0
SwitchOn,Data Scientist,3,Bangalore,669785.0
PwC,Data Scientist,3,Bangalore,1205874.0
Innodatatics,Data Scientist,3,Bangalore,128460.0
Robert Bosch,Data Scientist,3,Bangalore,1180355.0
Two Roads Tech,Data Scientist,3,Bangalore,3812913.0
ExxonMobil,Data Scientist,3,Bangalore,2873437.0
Bidgely,Data Scientist,3,Bangalore,1438481.0
IQVIA,Data Scientist,3,Bangalore,899123.0
ShareChat,Data Scientist,3,Bangalore,2300000.0
Course5 Intelligence,Data Scientist,3,Bangalore,825077.0
MAERSK,Data Scientist,3,Bangalore,2207174.0
Caterpillar,Data Scientist,3,Bangalore,1526335.0
Bepec Solutions,Data Scientist,3,Bangalore,600000.0
NetApp,Data Scientist,3,Bangalore,2875549.0
Exposys Data Labs,Data Scientist,3,Bangalore,433440.0
Spoonshot,Data Scientist,3,Bangalore,1615535.0
InMobi,Data Scientist,3,Bangalore,1700000.0
Swiss Re,Data Scientist,3,Bangalore,1352802.0
TheMathCompany,Data Scientist,3,Bangalore,600000.0
Shell,Data Scientist,3,Bangalore,2148775.0
Flip Robo,Data Scientist,3,Bangalore,306972.0
HCL,Data Scientist,3,Bangalore,347924.0
upGrad,Data Scientist,3,Bangalore,1284643.0
Legato Health Technologies,Data Scientist,3,Bangalore,1200000.0
Terra Economics and Analytics Lab,Data Scientist,3,Bangalore,720000.0
HDFC Bank,Data Scientist,3,Bangalore,1105385.0
Halodoc,Data Scientist,3,Bangalore,1879205.0
Analytical Wizards,Data Scientist,3,Bangalore,600000.0
PayPal,Data Scientist,3,Bangalore,273000.0
GE,Data Scientist,3,Bangalore,1007628.0
Manthan,Data Scientist,3,Bangalore,1254416.0
Visa Inc.,Data Scientist,3,Bangalore,324000.0
Tech Mahindra,Data Scientist,3,Bangalore,1500000.0
Data Semantics,Data Scientist,3,Bangalore,362209.0
GE Aviation,Data Scientist,3,Bangalore,1349689.0
Landmark Group,Data Scientist,3,Bangalore,1605804.0
Neustar,Data Scientist,3,Bangalore,1923665.0
Axis Bank,Data Scientist,3,Bangalore,1171687.0
Comviva,Data Scientist,3,Bangalore,900000.0
iQuanti,Data Scientist,3,Bangalore,2046452.0
Mercedes-Benz International,Data Scientist,2,Bangalore,1118808.0
Zoom Video Communications,Data Scientist,2,Bangalore,2839076.0
Money View,Data Scientist,2,Bangalore,1438576.0
nference,Data Scientist,2,Bangalore,1930235.0
KrazyBee,Data Scientist,2,Bangalore,1149607.0
Applied Materials,Data Scientist,2,Bangalore,1407768.0
Mavenir,Data Scientist,2,Bangalore,961306.0
Molecular Connections,Data Scientist,2,Bangalore,516564.0
Yodlee,Data Scientist,2,Bangalore,2315641.0
NovelSynth Soft Solutions,Data Scientist,2,Bangalore,245580.0
Locus,Data Scientist,2,Bangalore,2472920.0
IVYTEL Technologies,Data Scientist,2,Bangalore,496798.0
Sumyag,Data Scientist,2,Bangalore,770664.0
Wabtec,Data Scientist,2,Bangalore,2420967.0
VMware,Data Scientist,2,Bangalore,2079353.0
Wipro Digital,Data Scientist,2,Bangalore,1207396.0
Zycus,Data Scientist,2,Bangalore,904464.0
Tyson Foods,Data Scientist,2,Bangalore,1825549.0
OceanFrogs,Data Scientist,2,Bangalore,444048.0
Lenovo,Data Scientist,2,Bangalore,1917242.0
Tata,Data Scientist,2,Bangalore,1612292.0
Simplilearn Solutions,Data Scientist,2,Bangalore,761760.0
Dun & Bradstreet,Data Scientist,2,Bangalore,182028.0
AlmaBetter,Data Scientist,2,Bangalore,729193.0
CreditNirvana,Data Scientist,2,Bangalore,1245989.0
DONE by NONE,Data Scientist,2,Bangalore,750734.0
Accentue,Data Scientist,2,Bangalore,1319401.0
SymphonyAI,Data Scientist,2,Bangalore,462720.0
First Student,Data Scientist,2,Bangalore,501000.0
Datamatics Global Services,Data Scientist,2,Bangalore,1223165.0
Razorpay,Data Scientist,2,Bangalore,1423985.0
NTT Ltd.,Data Scientist,2,Bangalore,1611876.0
mfine,Data Scientist,2,Bangalore,2050962.0
Marlabs,Data Scientist,2,Bangalore,1304028.0
Optum Global Solutions,Data Scientist,2,Bangalore,1213107.0
Reckonsys,Data Scientist,2,Bangalore,1333764.0
Apisero,Data Scientist,2,Bangalore,950000.0
Aruba Networks,Data Scientist,2,Bangalore,1518492.0
Intellicar,Data Scientist,2,Bangalore,1327250.0
ORMAE,Data Scientist,2,Bangalore,202344.0
CROPIN TECHNOLOGY SOLUTIONS,Data Scientist,2,Bangalore,225960.0
Belong,Data Scientist,2,Bangalore,1433532.0
Mobile Premier League,Data Scientist,2,Bangalore,2404581.0
Smiths Detection,Data Scientist,2,Bangalore,1560483.0
Shubh Loans,Data Scientist,2,Bangalore,996878.0
TCS,Data Scientist,2,Bangalore,3532356.0
Fresher,Data Scientist,2,Bangalore,703427.0
Aditya Birla Group,Data Scientist,2,Bangalore,1635202.0
Morgan Stanley,Data Scientist,2,Bangalore,1299238.0
Publicis Sapient,Data Scientist,2,Bangalore,396600.0
DataVal Analytics,Data Scientist,2,Bangalore,695052.0
Thomson Reuters,Data Scientist,2,Bangalore,1532945.0
Numerify,Data Scientist,2,Bangalore,2530666.0
Kabbage,Data Scientist,2,Bangalore,2065471.0
Loyalytics Consulting,Data Scientist,2,Bangalore,712128.0
Monsanto Company,Data Scientist,2,Bangalore,1975970.0
FOKAL,Data Scientist,2,Bangalore,1085362.0
Sutherland,Data Scientist,2,Bangalore,1064862.0
Hypersonix (CA),Data Scientist,2,Bangalore,3146934.0
Boeing,Data Scientist,2,Bangalore,2266312.0
Utopus Insights,Data Scientist,2,Bangalore,1163045.0
Apple,Data Scientist,2,Bangalore,857370.0
GetupForChange Services,Data Scientist,2,Bangalore,681696.0
MIQ Logistics,Data Scientist,2,Bangalore,601398.0
Zendrive,Data Scientist,2,Bangalore,1574844.0
Honeywell,Data Scientist,2,Bangalore,841368.0
Paytm,Data Scientist,2,Bangalore,549688.0
Unilever,Data Scientist,2,Bangalore,1705561.0
Conduent,Data Scientist,2,Bangalore,846242.0
3K Technologies,Data Scientist,2,Bangalore,798116.0
DONE by NONE,Data Scientist,2,Bangalore,180396.0
Netenrich Inc.,Data Scientist,2,Bangalore,1164765.0
Majorel,Data Scientist,2,Bangalore,1347252.0
Polynomial.Ai,Data Scientist,2,Bangalore,500036.0
HARMAN,Data Scientist,2,Bangalore,638755.0
Mbb Labs,Data Scientist,2,Bangalore,1204704.0
Analytics Vidhya,Data Scientist,2,Bangalore,152652.0
KPMG,Data Scientist,2,Bangalore,874565.0
Inference Labs,Data Scientist,2,Bangalore,637284.0
Cartesian Consulting,Data Scientist,2,Bangalore,954426.0
ZedEye Labs,Data Scientist,2,Bangalore,933816.0
McAfee,Data Scientist,2,Bangalore,1181838.0
Zinnov Management Consulting,Data Scientist,2,Bangalore,1068503.0
Microsoft,Data Scientist,2,Bangalore,1006284.0
Simpl,Data Scientist,2,Bangalore,1962841.0
Unisys,Data Scientist,2,Bangalore,1104704.0
Shaw Academy,Data Scientist,2,Bangalore,1433708.0
Rakuten,Data Scientist,2,Bangalore,1929554.0
Blue Yonder,Data Scientist,2,Bangalore,2184214.0
SalesKen,Data Scientist,2,Bangalore,1039792.0
Danske IT and Support Services,Data Scientist,2,Bangalore,831774.0
Samsung Electronics,Data Scientist,2,Bangalore,2197572.0
Sonata Software,Data Scientist,2,Bangalore,627332.0
Merck KGaA,Data Scientist,2,Bangalore,827767.0
GE,Data Scientist,2,Bangalore,400800.0
InViz AI Solutions,Data Scientist,2,Bangalore,776836.0
Sumyag,Data Scientist,2,Bangalore,354240.0
Samsung R&D Institute India - Bangalore,Data Scientist,2,Bangalore,1975545.0
Quess,Data Scientist,2,Bangalore,781491.0
QuEST Global,Data Scientist,2,Bangalore,1408375.0
Ong & Shan,Data Scientist,2,Bangalore,87840.0
PayU,Data Scientist,2,Bangalore,2018938.0
Encora,Data Scientist,2,Bangalore,1256429.0
Tata Consultancy Services,Data Scientist,2,Bangalore,1427832.0
Accenture,Data Scientist,2,Bangalore,715272.0
Walmart eCommerce,Data Scientist,2,Bangalore,2923356.0
Nivetti Systems,Data Scientist,2,Bangalore,747000.0
Prescience,Data Scientist,2,Bangalore,1437318.0
Thoughtworks,Data Scientist,2,Bangalore,865467.0
Prognos Health,Data Scientist,2,Bangalore,1588164.0
TECH I.S,Data Scientist,2,Bangalore,793932.0
Virtusa,Data Scientist,2,Bangalore,481741.0
Zeta Suite,Data Scientist,2,Bangalore,1277486.0
Halliburton,Data Scientist,2,Bangalore,820544.0
Apar Technologies,Data Scientist,2,Bangalore,1624875.0
DataMites,Data Scientist,2,Bangalore,529123.0
Cerner,Data Scientist,2,Bangalore,1392815.0
Juniper Networks,Data Scientist,2,Bangalore,2561949.0
Idexcel,Data Scientist,2,Bangalore,709784.0
L&T Technology Services,Data Scientist,2,Bangalore,555530.0
Tiger Analytics,Data Scientist,2,Bangalore,631299.0
Capital One,Data Scientist,2,Bangalore,1588612.0
Zeotap,Data Scientist,2,Bangalore,902280.0
Bright Money,Data Scientist,2,Bangalore,2739727.0
Hakkasan Group,Data Scientist,1,Bangalore,589007.0
Thoucentric,Data Scientist,1,Bangalore,480000.0
SelfEmployed.com,Data Scientist,1,Bangalore,601956.0
The Smart Cube,Data Scientist,1,Bangalore,1003261.0
Standard Chartered Global Business Services,Data Scientist,1,Bangalore,2682633.0
Ambee (India),Data Scientist,1,Bangalore,920903.0
Intuit,Data Scientist,1,Bangalore,3095345.0
Diageo,Data Scientist,1,Bangalore,1659175.0
Robosoft Technologies,Data Scientist,1,Bangalore,128460.0
Perpule,Data Scientist,1,Bangalore,1292428.0
WyzMindz,Data Scientist,1,Bangalore,421444.0
Tavant,Data Scientist,1,Bangalore,561186.0
Nabler Web Solutions,Data Scientist,1,Bangalore,811182.0
Mahindra,Data Scientist,1,Bangalore,1079751.0
noon,Data Scientist,1,Bangalore,608387.0
Biocon,Data Scientist,1,Bangalore,507740.0
Snipe Tech Pvt Ltd.,Data Scientist,1,Bangalore,399840.0
dAlchemy,Data Scientist,1,Bangalore,600000.0
Hewlett-Packard,Data Scientist,1,Bangalore,2204142.0
WayCool Foods & Products,Data Scientist,1,Bangalore,830984.0
Ithink Technologies,Data Scientist,1,Bangalore,313195.0
The Goddard School,Data Scientist,1,Bangalore,300000.0
Volvo Group,Data Scientist,1,Bangalore,1200000.0
Freshers.com,Data Scientist,1,Bangalore,554844.0
Exalca Technologies,Data Scientist,1,Bangalore,353277.0
Shenzyn,Data Scientist,1,Bangalore,588795.0
Happay,Data Scientist,1,Bangalore,5501040.0
Panasonic,Data Scientist,1,Bangalore,1924646.0
Spottabl,Data Scientist,1,Bangalore,321161.0
NightLight Pediatric Urgent Care,Data Scientist,1,Bangalore,660000.0
Ankit R Jain & Associates,Data Scientist,1,Bangalore,600000.0
subodh singh,Data Scientist,1,Bangalore,1203913.0
Trinity Mobility,Data Scientist,1,Bangalore,636742.0
CronLabs Solutions,Data Scientist,1,Bangalore,370227.0
SOTI,Data Scientist,1,Bangalore,703427.0
CoRover,Data Scientist,1,Bangalore,1999227.0
iOPEX Technologies,Data Scientist,1,Bangalore,750000.0
Alfonso & Associates Consulting,Data Scientist,1,Bangalore,3530641.0
iQuanti,Data Scientist,1,Bangalore,361764.0
EdgeVerve Systems,Data Scientist,1,Bangalore,1148909.0
Cimpress,Data Scientist,1,Bangalore,502448.0
Affle,Data Scientist,1,Bangalore,933286.0
Qualcomm,Data Scientist,1,Bangalore,1541568.0
Monty Telecom Development,Data Scientist,1,Bangalore,683496.0
Philips Lighting,Data Scientist,1,Bangalore,1023226.0
ABC,Data Scientist,1,Bangalore,2000000.0
Vervenest,Data Scientist,1,Bangalore,341109.0
Avail Finance,Data Scientist,1,Bangalore,250560.0
YDI Solutions,Data Scientist,1,Bangalore,366410.0
AIEnterprise,Data Scientist,1,Bangalore,712525.0
GE Power,Data Scientist,1,Bangalore,1269350.0
GLOBALFOUNDRIES,Data Scientist,1,Bangalore,902940.0
Applied Data Finance,Data Scientist,1,Bangalore,495660.0
Ramus Musik,Data Scientist,1,Bangalore,800000.0
Trendwise Analytics,Data Scientist,1,Bangalore,481017.0
Anonymous,Data Scientist,1,Bangalore,1070536.0
DocOn Technologies,Data Scientist,1,Bangalore,2141072.0
HackerEarth,Data Scientist,1,Bangalore,1688220.0
Quadrant 4 Systems,Data Scientist,1,Bangalore,1026478.0
MARS WEB Solution,Data Scientist,1,Bangalore,1031782.0
Verizon,Data Scientist,1,Bangalore,1004895.0
LivNSense,Data Scientist,1,Bangalore,410994.0
Inflexion Analytics,Data Scientist,1,Bangalore,601957.0
Arcadix,Data Scientist,1,Bangalore,634675.0
Algebra Software Analytics,Data Scientist,1,Bangalore,1078947.0
Vedantu,Data Scientist,1,Bangalore,700000.0
Automation Anywhere,Data Scientist,1,Bangalore,3200000.0
yellow.ai,Data Scientist,1,Bangalore,410994.0
IBM Interactive Experience,Data Scientist,1,Bangalore,803916.0
TEKsystems,Data Scientist,1,Bangalore,1134960.0
Acalvio,Data Scientist,1,Bangalore,2442736.0
Nucleus Software Exports,Data Scientist,1,Bangalore,306968.0
Genesis Group Software Developers,Data Scientist,1,Bangalore,207746.0
PokerStars,Data Scientist,1,Bangalore,208801.0
XYZ,Data Scientist,1,Bangalore,2676340.0
The Self Employed Association,Data Scientist,1,Bangalore,342781.0
AJIO,Data Scientist,1,Bangalore,180000.0
---,Data Scientist,1,Bangalore,120000.0
Bounce,Data Scientist,1,Bangalore,1855822.0
Goldman Sachs,Data Scientist,1,Bangalore,1465644.0
Algo8.ai,Data Scientist,1,Bangalore,146564.0
Saisree Engineers,Data Scientist,1,Bangalore,450000.0
Xenon Automotive,Data Scientist,1,Bangalore,425088.0
Wipro,Data Scientist,1,Bangalore,307944.0
ALTEN,Data Scientist,1,Bangalore,1461604.0
Diverse Lynx,Data Scientist,1,Bangalore,1102652.0
Hyperthink Systems,Data Scientist,1,Bangalore,1003261.0
TBM Technologies Pvt,Data Scientist,1,Bangalore,502448.0
Red Hat,Data Scientist,1,Bangalore,990712.0
Adobe,Data Scientist,1,Bangalore,1216776.0
Altimetrik,Data Scientist,1,Bangalore,546456.0
Informatica,Data Scientist,1,Bangalore,742332.0
Falabella,Data Scientist,1,Bangalore,1605217.0
Toastmasters International,Data Scientist,1,Bangalore,818581.0
KYC Hub,Data Scientist,1,Bangalore,202796.0
National Institute of Technology Karnataka,Data Scientist,1,Bangalore,514600.0
Texas Instruments,Data Scientist,1,Bangalore,1176880.0
Blackstraw,Data Scientist,1,Bangalore,1000000.0
G2,Data Scientist,1,Bangalore,1605804.0
EdGe Networks,Data Scientist,1,Bangalore,1832052.0
Ultramatics,Data Scientist,1,Bangalore,214107.0
MResult Services,Data Scientist,1,Bangalore,562370.0
Vumonic Technologies,Data Scientist,1,Bangalore,131232.0
Dexler Information Solutions,Data Scientist,1,Bangalore,1687111.0
SenSight Technologies,Data Scientist,1,Bangalore,179856.0
Fractal Systems,Data Scientist,1,Bangalore,2141072.0
Grofers,Data Scientist,1,Bangalore,1558095.0
Utopia,Data Scientist,1,Bangalore,1051532.0
Simple Lecture,Data Scientist,1,Bangalore,502448.0
Yes Bank,Data Scientist,1,Bangalore,619584.0
Yes Bank,Data Scientist,1,Bangalore,1205880.0
TAG Solutions,Data Scientist,1,Bangalore,1462163.0
Tesla,Data Scientist,1,Bangalore,1574637.0
UnitedHealth Group,Data Scientist,1,Bangalore,325080.0
Bestintown Analytics,Data Scientist,1,Bangalore,283392.0
Salim Group,Data Scientist,1,Bangalore,269940.0
BRIDGEi2i,Data Scientist,1,Bangalore,1306364.0
Defence Research & Development Organisation,Data Scientist,1,Bangalore,475188.0
dataZen Engineering,Data Scientist,1,Bangalore,184176.0
UnitedHealthCare,Data Scientist,1,Bangalore,825425.0
SelotSoft,Data Scientist,1,Bangalore,1972136.0
T-Mobile,Data Scientist,1,Bangalore,1023226.0
ICICI Bank,Data Scientist,1,Bangalore,17082551.12
CROPIN TECHNOLOGY SOLUTIONS,Data Scientist,1,Bangalore,697908.0
Stayzilla,Data Scientist,1,Bangalore,1465641.0
BITS Pilani,Data Scientist,1,Bangalore,5742016.0
Hashworks,Data Scientist,1,Bangalore,16122060.0
Noodle.ai,Data Scientist,1,Bangalore,321156.0
Citicorp Services India,Data Scientist,1,Bangalore,1083371.0
Persistent Networks,Data Scientist,1,Bangalore,148608.0
Atkins,Data Scientist,1,Bangalore,1600000.0
Techstar Consulting,Data Scientist,1,Bangalore,1031782.0
Nhai,Data Scientist,1,Bangalore,982296.0
The Data Team,Data Scientist,1,Bangalore,646214.0
Decision Minds,Data Scientist,1,Bangalore,1822656.0
SeedOlabs,Data Scientist,1,Bangalore,498832.0
Symphony Teleca,Data Scientist,1,Bangalore,852479.0
Artigiani,Data Scientist,1,Bangalore,716258.0
PSG College of Technology,Data Scientist,1,Bangalore,1238138.0
Opia Labs,Data Scientist,1,Bangalore,2106848.0
Midcoast Regional Redevelopment Authority,Data Scientist,1,Bangalore,619069.0
Datamatics Global Services,Data Scientist,1,Bangalore,337422.0
Customer Centria,Data Scientist,1,Bangalore,444272.0
Raju Tech,Data Scientist,1,Bangalore,600000.0
Adecco,Data Scientist,1,Bangalore,1349689.0
Rplus Analytics,Data Scientist,1,Bangalore,3808049.0
ExperienceFlow,Data Scientist,1,Bangalore,711000.0
Kubric,Data Scientist,1,Bangalore,1832052.0
Praktice Ai,Data Scientist,1,Bangalore,390096.0
BitLogic Software,Data Scientist,1,Bangalore,400000.0
Yottaasys,Data Scientist,1,Bangalore,1472145.0
Nxtra Data,Data Scientist,1,Bangalore,241176.0
Instamojo,Data Scientist,1,Bangalore,3808049.0
TheMathCompany,Data Scientist,1,Bangalore,1444788.0
IQLECT,Data Scientist,1,Bangalore,133284.0
The Teaching Company,Data Scientist,1,Bangalore,243360.0
qwerty12,Data Scientist,1,Bangalore,1220411.0
Institute of Engineering & Management,Data Scientist,1,Bangalore,1708322.0
National Centre for Biological Sciences,Data Scientist,1,Bangalore,425761.0
Vsoft,Data Scientist,1,Bangalore,464302.0
Symbiosis Institute of Computer Studies and Research,Data Scientist,1,Bangalore,500000.0
TheMathCompany,Data Scientist,1,Bangalore,578857.0
Alackrity Consols,Data Scientist,1,Bangalore,404424.0
Neudesic,Data Scientist,1,Bangalore,991803.0
Ravid & Associates,Data Scientist,1,Bangalore,900000.0
Flip Robo,Data Scientist,1,Bangalore,245580.0
DONE by NONE,Data Scientist,1,Bangalore,619068.0
KPMG,Data Scientist,1,Bangalore,230952.0
SPS Commerce,Data Scientist,1,Bangalore,360000.0
Mad Street Den Systems,Data Scientist,1,Bangalore,672260.0
CENTURYLINK,Data Scientist,1,Bangalore,1399929.0
Educational Initiatives,Data Scientist,1,Bangalore,1307815.0
RS Software,Data Scientist,1,Bangalore,621103.0
Happiest Minds Technologies,Data Scientist,1,Bangalore,782543.0
Hdfc,Data Scientist,1,Bangalore,497748.0
HDFC Standard Life,Data Scientist,1,Bangalore,829587.0
Fresher,Data Scientist,1,Bangalore,600000.0
AgEye Technologies,Data Scientist,1,Bangalore,518492.0
Ivanti,Data Scientist,1,Bangalore,1284643.0
Digital Trainee,Data Scientist,1,Bangalore,2034018.0
Datafoundry,Data Scientist,1,Bangalore,1158483.0
Enterprise Bot,Data Scientist,1,Bangalore,1306364.0
Navriti Technologies,Data Scientist,1,Bangalore,261756.0
ABCDEF,Data Scientist,1,Bangalore,455555.0
Artefact,Data Scientist,1,Bangalore,1031782.0
Toptal,Data Scientist,1,Bangalore,720000.0
Altisource,Data Scientist,1,Bangalore,1321256.0
XYX (UK),Data Scientist,1,Bangalore,800000.0
Atlassian,Data Scientist,1,Bangalore,2200000.0
SunEdison,Data Scientist,1,Bangalore,1637162.0
Fellowship.AI,Data Scientist,1,Bangalore,3115175.0
Sonasoft,Data Scientist,1,Bangalore,1348080.0
Manthan Studio,Data Scientist,1,Bangalore,1051532.0
INEOS,Data Scientist,1,Bangalore,400000.0
Trell,Data Scientist,1,Bangalore,1926960.0
Equifax,Data Scientist,1,Bangalore,1031782.0
Fresherworld.com,Data Scientist,1,Bangalore,6164916.0
Maybank,Data Scientist,1,Bangalore,1490281.0
[24]7.ai,Data Scientist,1,Bangalore,1027716.0
Data Sutram,Data Scientist,1,Bangalore,588795.0
Tableau Software,Data Scientist,1,Bangalore,1070536.0
ABC Consultants,Data Scientist,1,Bangalore,4282144.0
Abbott,Data Scientist,1,Bangalore,1124740.0
Innoviti,Data Scientist,1,Bangalore,269940.0
QUILT.AI,Data Scientist,1,Bangalore,1381355.0
